,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
809,809,Evening prayer bells resonated across the quaint European village.,Evening prayer bells resonated across the quaint European village,evening prayer bell resonate european village,True,"[{""start"":0,""end"":30,""text"":""Evening prayer bells resonated"",""labels"":[""SOUND""]}]"
810,810,Airplanes overhead broke the tranquil soundscape with their thundering engines.,Airplanes overhead broke the tranquil soundstage with their thundering engines,airplane overhead break tranquil soundstage thunder engine,True,"[{""start"":0,""end"":19,""text"":""Airplanes overhead "",""labels"":[""SOUND""]},{""start"":29,""end"":48,""text"":""tranquil soundscape"",""labels"":[""SOUND""]},{""start"":60,""end"":78,""text"":""thundering engines"",""labels"":[""SOUND""]}]"
811,811,"A neighbor's lawnmower growled, signaling the weekend's suburban rituals.",A neighbor's lawnmower growled signaling the weekend's suburban rituals,neighbor lawnmower growl signal weekend suburban ritual,True,"[{""start"":0,""end"":30,""text"":""A neighbor's lawnmower growled"",""labels"":[""SOUND""]}]"
812,812,"Jazz music floated from the cafe, mingling with chatter.",Jazz music floated from the cafe mingling with chatter,jazz music float cafe mingle chatter,True,"[{""start"":0,""end"":11,""text"":""Jazz music "",""labels"":[""SOUND""]},{""start"":34,""end"":55,""text"":""mingling with chatter"",""labels"":[""SOUND""]}]"
813,813,"Fire crackled in the hearth, narrating tales of ancient warmth.",Fire crackled in the hearth narrating tales of ancient warmth,fire crackle hearth narrate tale ancient warmth,True,"[{""start"":0,""end"":14,""text"":""Fire crackled "",""labels"":[""SOUND""]},{""start"":29,""end"":45,""text"":""narrating tales "",""labels"":[""SOUND""]}]"
814,814,"From the stage, violin strings wept beautiful, mournful tunes.",From the stage violin strings wept beautiful mournful tunes,stage violin string weep beautiful mournful tune,True,"[{""start"":16,""end"":61,""text"":""violin strings wept beautiful, mournful tunes"",""labels"":[""SOUND""]}]"
815,815,"Children's footsteps drummed down hallways, echoing youthful energy.",Children's footsteps drummed down hallways echoing mouthful energy,child footstep drum hallway echo mouthful energy,True,"[{""start"":0,""end"":29,""text"":""Children's footsteps drummed "",""labels"":[""SOUND""]},{""start"":44,""end"":52,""text"":""echoing "",""labels"":[""SOUND""]}]"
816,816,The typewriter's rhythmic clacking indicated a writer deep in thought.,The typewriter's rhythmic clacking indicated a writer deep in thought,typewriter rhythmic clacking indicate writer deep thought,True,"[{""start"":0,""end"":35,""text"":""The typewriter's rhythmic clacking "",""labels"":[""SOUND""]}]"
817,817,"Motorcycle engines revved at the traffic light, impatiently waiting.",Motorcycle engines revved at the traffic light impatiently waiting,motorcycle engine rev traffic light impatiently wait,True,"[{""start"":0,""end"":18,""text"":""Motorcycle engines"",""labels"":[""SOUND""]}]"
818,818,A toddler's delighted squeal met the splash of pool water.,A toddler's delighted squeal met the splash of pool water,toddler delighted squeal meet splash pool water,True,"[{""start"":33,""end"":57,""text"":""the splash of pool water"",""labels"":[""SOUND""]}]"
819,819,"Throughout the night, the intermittent hoot of an owl persisted.",Throughout the night the intermittent hoot of an owl persisted,night intermittent hoot owl persist,True,"[{""start"":23,""end"":54,""text"":""he intermittent hoot of an owl "",""labels"":[""SOUND""]}]"
820,820,"In the bustling marketplace, vendors shouted their vibrant pitches.",In the bustling marketplace vendors shouted their vibrant pitches,bustle marketplace vendor shout vibrant pitch,True,"[{""start"":29,""end"":45,""text"":""vendors shouted "",""labels"":[""SOUND""]}]"
821,821,"A creaking sign swayed in the wind, adding to the eeriness.",A creaking sign swayed in the wind adding to the eeriness.,creak sign sway wind add eeriness,True,"[{""start"":0,""end"":16,""text"":""A creaking sign "",""labels"":[""SOUND""]}]"
822,822,"During the tense standoff, gunshots echoed in the empty street.",During the tense standoff gunshots echoed in the empty street,tense standoff gunshot echo street,True,"[{""start"":27,""end"":43,""text"":""gunshots echoed "",""labels"":[""SOUND""]}]"
823,823,The screeching of subway brakes announced our arrival at the station.,The screeching of subway brakes announced our arrival at the station,screeching subway brake announce arrival station,True,"[{""start"":0,""end"":31,""text"":""The screeching of subway brakes"",""labels"":[""SOUND""]}]"
824,824,"As she walked, her high heels clicked on the marble floor.",As she walked her high heels clicked on the marble floor,walk high heel click marble floor,True,"[{""start"":15,""end"":37,""text"":""her high heels clicked"",""labels"":[""SOUND""]}]"
825,825,"Blaring sirens grew louder, signaling the approach of emergency vehicles.",Blaring sirens grew louder signaling the approach of emergency vehicles,blaring siren grow louder signal approach emergency vehicle,True,"[{""start"":0,""end"":27,""text"":""Blaring sirens grew louder,"",""labels"":[""SOUND""]}]"
826,826,Flapping wings accompanied a flock of birds as they soared.,Flapping wings accompanied a flock of birds as they soared,flap wing accompany flock bird soar,True,"[{""start"":0,""end"":14,""text"":""Flapping wings"",""labels"":[""SOUND""]},{""start"":44,""end"":58,""text"":""as they soared"",""labels"":[""SOUND""]}]"
827,827,"In the winter landscape, crunching snow accompanied each step.",In the winter landscape crunching snow accompanied each step,winter landscape crunch snow accompany step,True,"[{""start"":25,""end"":39,""text"":""crunching snow"",""labels"":[""SOUND""]},{""start"":57,""end"":61,""text"":""step"",""labels"":[""SOUND""]}]"
828,828,The tapping of a conductor's baton summoned the orchestra's attention.,The tapping of a conductor's baton summoned the orchestra's attention,tapping conductor baton summon attention,True,"[{""start"":0,""end"":34,""text"":""The tapping of a conductor's baton"",""labels"":[""SOUND""]}]"
829,829,Ringing phones interrupted the intense focus in the office.,Ringing phones interrupted the intense focus in the office,ring phone interrupt intense focus office,True,"[{""start"":0,""end"":14,""text"":""Ringing phones"",""labels"":[""SOUND""]}]"
830,830,"During the concert, applause erupted after the breathtaking solo.",During the concert applause erupted after the breathtaking solo,concert applause erupt breathtaking solo,True,"[{""start"":7,""end"":19,""text"":""the concert,"",""labels"":[""SOUND""]},{""start"":20,""end"":28,""text"":""applause"",""labels"":[""SOUND""]},{""start"":47,""end"":64,""text"":""breathtaking solo"",""labels"":[""SOUND""]}]"
831,831,"Whistling winds announced the incoming storm, whipping through the trees.",Whistling winds announced the incoming storm whipping through the trees,whistle wind announce incoming storm whip tree,True,"[{""start"":0,""end"":16,""text"":""Whistling winds "",""labels"":[""SOUND""]}]"
832,832,"From the kitchen, the blender's whir declared smoothie time.",From the kitchen the blender's whir declared smoothie time,kitchen blender whir declare smoothie time,True,"[{""start"":17,""end"":36,""text"":"" the blender's whir"",""labels"":[""SOUND""]}]"
833,833,"Heels clacked against the hard surface, echoing her determined stride.",Heels cracked against the hard surface echoing her determined stride,heel crack hard surface echo determined stride,True,"[{""start"":0,""end"":38,""text"":""Heels clacked against the hard surface"",""labels"":[""SOUND""]},{""start"":39,""end"":48,""text"":"" echoing "",""labels"":[""SOUND""]}]"
834,834,"Soft lullabies filled the nursery, soothing the restless baby.",Soft lullabies filled the nursery soothing the restless baby,soft lullaby fill nursery soothe restless baby,True,"[{""start"":0,""end"":14,""text"":""Soft lullabies"",""labels"":[""SOUND""]}]"
835,835,Quacking ducks performed their own symphony at the tranquil pond.,Quacking ducks performed their own symphony at the tranquil pond,quack duck perform symphony pond,True,"[{""start"":0,""end"":15,""text"":""Quacking ducks "",""labels"":[""SOUND""]},{""start"":25,""end"":43,""text"":""their own symphony"",""labels"":[""SOUND""]}]"
836,836,"At midnight, the cathedral bells tolled, heralding the witching hour.",At midnight the cathedral bells tolled heralding the witching hours,midnight cathedral bell toll herald witching hour,True,"[{""start"":13,""end"":39,""text"":""the cathedral bells tolled"",""labels"":[""SOUND""]}]"
837,837,"Inside the restaurant, forks clinked against plates in culinary celebration.",Inside the restaurant forks linked against plates in culinary celebration,restaurant fork link plate culinary celebration,True,"[{""start"":23,""end"":51,""text"":""forks clinked against plates"",""labels"":[""SOUND""]}]"
838,838,"At the harbor, sailors secured boats, their shouts harmonizing with seagulls.",At the harbor sailors secured boats their shouts harmonizing with seagulls,harbor sailor secure boat shout harmonize seagull,True,"[{""start"":38,""end"":76,""text"":""their shouts harmonizing with seagulls"",""labels"":[""SOUND""]}]"
839,839,"From a distance, church choirs sang hymns, their voices blending.",From a distance church choirs sang hymns their voices blending,distance church choir sing hymn voice blend,True,"[{""start"":17,""end"":64,""text"":""church choirs sang hymns, their voices blending"",""labels"":[""SOUND""]}]"
840,840,Loud music erupted from the speakers as the festival began.,Loud music erupted from the speakers as the festival began,loud music erupt speaker festival begin,True,"[{""start"":0,""end"":11,""text"":""Loud music "",""labels"":[""SOUND""]},{""start"":19,""end"":36,""text"":""from the speakers"",""labels"":[""SOUND""]}]"
841,841,Crashing waves provided the backdrop to our beachside conversation.,Crashing waves provided the backdrop to our beachside conversation,crash wave provide backdrop beachside conversation,True,"[{""start"":0,""end"":14,""text"":""Crashing waves"",""labels"":[""SOUND""]},{""start"":24,""end"":36,""text"":""the backdrop"",""labels"":[""SOUND""]},{""start"":44,""end"":66,""text"":""beachside conversation"",""labels"":[""SOUND""]}]"
842,842,Distant cries of wolves evoked both beauty and dread.,Distant cries of wolves evoked both beauty and dread,distant cry wolf evoke beauty dread,True,"[{""start"":0,""end"":23,""text"":""Distant cries of wolves"",""labels"":[""SOUND""]}]"
843,843,"Chains rattled as the drawbridge lowered, granting entry.",Chains rattled as the drawbridge lowered granting entry,chain rattle drawbridge lower grant entry,True,"[{""start"":0,""end"":15,""text"":""Chains rattled "",""labels"":[""SOUND""]}]"
844,844,"As the wind shifted, a chime tinkled softly on the porch.",As the wind shifted a chime tinkled softly on the porch,wind shift chime tinkled softly porch,True,"[{""start"":3,""end"":20,""text"":""the wind shifted,"",""labels"":[""SOUND""]},{""start"":19,""end"":44,""text"":"", a chime tinkled softly "",""labels"":[""SOUND""]}]"
845,845,"During meditation, the gong's resonant tone aided deep focus.",During meditation the long's resonant tone aided deep focus,meditation long resonant tone aid deep focus,True,"[{""start"":20,""end"":43,""text"":""he gong's resonant tone"",""labels"":[""SOUND""]}]"
846,846,Cackling witches in the movie created a spine-chilling atmosphere.,Cackling witches in the movie created a spine-chilling atmosphere,cackle witch movie create spine chill atmosphere,True,"[{""start"":0,""end"":17,""text"":""Cackling witches "",""labels"":[""SOUND""]}]"
847,847,"Atop the hill, bagpipes played haunting melodies into the dusk.",Atop the hill bagpipes played haunting melodies into the dusk,hill bagpipe play haunting melody dusk,True,"[{""start"":15,""end"":48,""text"":""bagpipes played haunting melodies"",""labels"":[""SOUND""]}]"
848,848,"In the gym, the repetitive thud of boxing gloves echoed.",In the gym the repetitive thud of boxing gloves echoed,gym repetitive boxing glove echo,True,"[{""start"":11,""end"":56,""text"":"" the repetitive thud of boxing gloves echoed."",""labels"":[""SOUND""]}]"
849,849,Pounding hammers and buzzing saws spoke of construction nearby.,Pounding hammers and buzzing saws spoke of construction nearby,pound hammer buzzing saw speak construction nearby,True,"[{""start"":0,""end"":33,""text"":""Pounding hammers and buzzing saws"",""labels"":[""SOUND""]}]"
850,850,Old floorboards groaned under the weight of secrets and years.,Old floorboards groaned under the weight of secrets and years,old floorboard groan weight secret year,True,"[{""start"":0,""end"":23,""text"":""Old floorboards groaned"",""labels"":[""SOUND""]}]"
851,851,The burbling stream narrated the landscape's untold stories.,The burbling stream narrated the landscape's untold stories,burble stream narrate landscape untold story,True,"[{""start"":0,""end"":19,""text"":""The burbling stream"",""labels"":[""SOUND""]}]"
852,852,Soft murmurs of the crowd rose as anticipation built.,Soft murmurs of the crowd rose as anticipation built,soft murmur crowd rise anticipation build,True,"[{""start"":0,""end"":30,""text"":""Soft murmurs of the crowd rose"",""labels"":[""SOUND""]}]"
853,853,"In the theater, the audience's collective gasp marked the plot twist.",In the theater the audience's collective gasp marked the plot twist,theater audience collective gasp mark plot twist,True,"[{""start"":15,""end"":47,""text"":"" the audience's collective gasp "",""labels"":[""SOUND""]}]"
854,854,"From the jukebox, rock 'n' roll tunes infused the diner.",From the jukebox rock and roll tunes infused the diner,jukebox rock roll tune infuse diner,True,"[{""start"":0,""end"":37,""text"":""From the jukebox, rock 'n' roll tunes"",""labels"":[""SOUND""]}]"
855,855,"Amidst the cacophony of the city, a saxophonist played soulfully.",Amidst the cacophony of the city a saxophones played soulfully.,cacophony city saxophone play soulfully,True,"[{""start"":7,""end"":32,""text"":""the cacophony of the city"",""labels"":[""SOUND""]},{""start"":33,""end"":64,""text"":"" a saxophonist played soulfully"",""labels"":[""SOUND""]}]"
856,856,"The clock struck midnight, its chimes serenading the moon.",The clock struck midnight its chimes serenading the moon,clock strike midnight chime serenade moon,True,"[{""start"":3,""end"":17,""text"":"" clock struck "",""labels"":[""SOUND""]},{""start"":31,""end"":48,""text"":""chimes serenading"",""labels"":[""SOUND""]}]"
857,857,"His snoring reverberated through the house, disrupting everyone's sleep.",His snoring reverberated through the house disrupting everyone's sleep,snore reverberate house disrupt sleep,True,"[{""start"":4,""end"":24,""text"":""snoring reverberated"",""labels"":[""SOUND""]}]"
858,858,The distant rumble of artillery spoke of battles unfolding far away.,The distant rumble of artillery spoke of battles unfolding far away,distant rumble artillery speak battle unfold far away,True,"[{""start"":0,""end"":37,""text"":""The distant rumble of artillery spoke"",""labels"":[""SOUND""]}]"
859,859,"Footsteps behind her quickened, injecting fear into her night walk.",Footsteps behind her quickened injecting fear into her night walk,footstep quicken inject fear night walk,True,"[{""start"":0,""end"":9,""text"":""Footsteps"",""labels"":[""SOUND""]}]"
860,860,"Above, the rustle of leaves signaled a squirrel's quick passage.",above the rustle of leaves signaled a squirrel's quick passage,rustle leave signal squirrel quick passage,True,"[{""start"":7,""end"":27,""text"":""the rustle of leaves"",""labels"":[""SOUND""]}]"
861,861,"In the classroom, the teacher's chalk scratched against the blackboard.",In the classroom the teacher's chalk scratched against the blackboard,classroom teacher chalk scratch blackboard,True,"[{""start"":18,""end"":48,""text"":""the teacher's chalk scratched "",""labels"":[""SOUND""]}]"
862,862,"Echoing through the ancient ruins, the tour guide’s voice educated us.",Echoing through the ancient ruins the tour guides voice educated us,echo ancient ruin tour guide voice educate,True,"[{""start"":0,""end"":7,""text"":""Echoing"",""labels"":[""SOUND""]},{""start"":34,""end"":57,""text"":"" the tour guide’s voice"",""labels"":[""SOUND""]}]"
863,863,"Inside the cathedral, organ music swelled, filling the sacred space.",Inside the cathedral organ music swelled filling the sacred space,cathedral organ music swell fill sacred space,True,"[{""start"":21,""end"":41,""text"":"" organ music swelled"",""labels"":[""SOUND""]}]"
864,864,A sudden clap of thunder startled us during our picnic.,A sudden clap of thunder startled us during our picnic,sudden clap thunder startle picnic,True,"[{""start"":9,""end"":24,""text"":""clap of thunder"",""labels"":[""SOUND""]}]"
865,865,The ping of a received message broke his deep concentration.,The ping of a received message broke his deep concentration,ping receive message break deep concentration,True,"[{""start"":0,""end"":30,""text"":""The ping of a received message"",""labels"":[""SOUND""]}]"
866,866,"As the record spun, the needle's hiss preceded vintage melodies.",As the record spun the needle's hiss preceded vintage melodies,record spin needle hiss precede vintage melody,True,"[{""start"":20,""end"":37,""text"":""the needle's hiss"",""labels"":[""SOUND""]}]"
867,867,"Drumbeats filled the air, announcing the parade's jubilant start.",drumbeat filled the air announcing the parade's jubilant start,drumbeat fill air announce parade jubilant start,True,"[{""start"":0,""end"":9,""text"":""Drumbeats"",""labels"":[""SOUND""]}]"
868,868,"Amid the night's silence, a bat's screech felt eerie.",Amid the night's silence a bat's screech felt eerie,night silence bat screech feel eerie,True,"[{""start"":26,""end"":41,""text"":""a bat's screech"",""labels"":[""SOUND""]},{""start"":5,""end"":25,""text"":""the night's silence,"",""labels"":[""SOUND""]}]"
869,869,"From a nest, the chirps of hungry fledglings awaited nourishment.",From a nest the chirps of hungry fledglings awaited nourishment,nest chirp hungry fledgling await nourishment,True,"[{""start"":13,""end"":45,""text"":""the chirps of hungry fledglings "",""labels"":[""SOUND""]}]"
870,870,"Fireworks burst overhead, their loud bangs eliciting awe and cheer.",Fireworks burst overhead their loud bangs eliciting awe and cheer,firework burst overhead loud bang elicit awe cheer,True,"[{""start"":0,""end"":16,""text"":""Fireworks burst "",""labels"":[""SOUND""]},{""start"":26,""end"":42,""text"":""their loud bangs"",""labels"":[""SOUND""]}]"
871,871,The old car's brakes squealed in protest at every stop.,The old car's brakes squealed in protest at every stop,old car brake squeal protest stop,True,"[{""start"":14,""end"":30,""text"":""brakes squealed "",""labels"":[""SOUND""]}]"
872,872,The soft cooing of doves evoked a peaceful morning.,The soft cooing of doves evoked a peaceful morning,soft cooing dove evoke peaceful morning,True,"[{""start"":4,""end"":24,""text"":""soft cooing of doves"",""labels"":[""SOUND""]}]"
873,873,"Candles flickered, and in their quiet sizzle, moments felt intimate.",Candles flickered and in their quiet sizzle moments felt intimate,candle flicker quiet sizzle moment feel intimate,True,"[{""start"":0,""end"":18,""text"":""Candles flickered,"",""labels"":[""SOUND""]}]"
874,874,"A choir of frogs croaked from the pond, celebrating nightfall.",A choir of frogs croaked from the pond celebrating nightfall,choir frog croak pond celebrate nightfall,True,"[{""start"":0,""end"":24,""text"":""A choir of frogs croaked"",""labels"":[""SOUND""]}]"
875,875,"Whispers filled the dark room, intensifying the suspense.",Whispers filled the dark room intensifying the suspense,whisper fill dark room intensify suspense,True,"[{""start"":0,""end"":9,""text"":""Whispers "",""labels"":[""SOUND""]}]"
876,876,"Scissors snipped rhythmically, shaping paper into intricate designs.",Scissors snipped rhythmically shaping paper into intricate designs,scissor snip rhythmically shape paper intricate design,True,"[{""start"":0,""end"":29,""text"":""Scissors snipped rhythmically"",""labels"":[""SOUND""]}]"
877,877,"On the radio, the broadcaster's voice narrated unfolding history.",On the radio the broadcasters voice narrated unfolding history,radio broadcaster voice narrate unfold history,True,"[{""start"":15,""end"":37,""text"":""he broadcaster's voice"",""labels"":[""SOUND""]}]"
878,878,An eagle's distant cry emphasized the wilderness's untamed spirit.,An eagle's distant cry emphasized the wildernesses untamed spirit,eagle distant cry emphasize wilderness untamed,True,"[{""start"":0,""end"":23,""text"":""An eagle's distant cry "",""labels"":[""SOUND""]}]"
879,879,"The tent's fabric rustled in the gust, echoing nomadic lives.",The tent's fabric rustled in the gust echoing nomadic lives,tent fabric rustle gust echo nomadic life,True,"[{""start"":0,""end"":26,""text"":""The tent's fabric rustled "",""labels"":[""SOUND""]}]"
880,880,Loud chatter and laughter spilled out from the bustling café.,Loud chatter and laughter spilled out from the bustling cafe,loud chatter laughter spill bustle cafe,True,"[{""start"":0,""end"":26,""text"":""Loud chatter and laughter "",""labels"":[""SOUND""]}]"
881,881,"A child's shout echoed across the canyon, mingling with nature.",A child's shout echoed across the canyon mingling with nature,child shout echo canyon mingle nature,True,"[{""start"":0,""end"":23,""text"":""A child's shout echoed "",""labels"":[""SOUND""]}]"
882,882,Car horns honked impatiently in the gridlocked downtown area.,Car horns honked impatiently in the gridlocked downtown area,car horn honk impatiently gridlocked downtown area,True,"[{""start"":0,""end"":16,""text"":""Car horns honked"",""labels"":[""SOUND""]}]"
883,883,"Each pebble, splashing into the pond, created ripples of sound.",Each pebble splashing into the pond created ripples of sounds,pebble splash pond create ripple sound,True,"[{""start"":38,""end"":62,""text"":""created ripples of sound"",""labels"":[""SOUND""]}]"
884,884,"On cobblestone streets, the rhythmic clatter of horse hooves resonated.",On cobblestone streets the rhythmic clatter of horse hooves resonated,cobblestone street rhythmic clatter horse hoof resonate,True,"[{""start"":25,""end"":71,""text"":""he rhythmic clatter of horse hooves resonated."",""labels"":[""SOUND""]}]"
885,885,The woodpecker's tap-tap-tap provided percussion to the forest’s melody.,The woodpecker's tap-tap-tap provided percussion to the forests melody,woodpecker tap tap tap provide percussion forest melody,True,"[{""start"":0,""end"":71,""text"":""The woodpecker's tap-tap-tap provided percussion to the forest’s melody"",""labels"":[""SOUND""]}]"
886,886,"Tires hummed along the asphalt, a soundtrack to road trips.",Tires hummed along the asphalt a soundtrack to road trips,tire hum asphalt soundtrack road trip,True,"[{""start"":0,""end"":12,""text"":""Tires hummed"",""labels"":[""SOUND""]},{""start"":32,""end"":44,""text"":""a soundtrack"",""labels"":[""SOUND""]}]"
887,887,Echoing through the library's quiet was the flip of book pages.,Echoing through the library's quiet was the flip of book pages,echo library quiet flip book page,True,"[{""start"":40,""end"":62,""text"":""the flip of book pages"",""labels"":[""SOUND""]}]"
888,888,The zip of a tent closed out the nocturnal world.,The zip of a tent closed out the nocturnal world,zip tent close nocturnal world,True,"[{""start"":0,""end"":17,""text"":""The zip of a tent"",""labels"":[""SOUND""]}]"
889,889,"In hidden coves, sea otters chattered amidst splashing waves.",In hidden coves sea otters chattered amidst splashing waves,hide cove sea otter chatter splash wave,True,"[{""start"":17,""end"":37,""text"":""sea otters chattered"",""labels"":[""SOUND""]},{""start"":45,""end"":60,""text"":""splashing waves"",""labels"":[""SOUND""]}]"
890,890,A harmonica wailed bluesy notes in a smoky bar.,A harmonica wailed bluesy notes in a smoky bar,harmonica wail bluesy note smoky bar,True,"[{""start"":0,""end"":31,""text"":""A harmonica wailed bluesy notes"",""labels"":[""SOUND""]}]"
891,891,The quiet murmur of a stream offered serenity to hikers.,The quiet murmur of a stream offered serenity to hikers,quiet murmur stream offer serenity hiker,True,"[{""start"":0,""end"":28,""text"":""The quiet murmur of a stream"",""labels"":[""SOUND""]}]"
892,892,"Inside the bakery, the timer's ding meant freshly baked goods.",Inside the bakery the timer's ding meant freshly baked goods,bakery timer ding mean freshly bake good,True,"[{""start"":19,""end"":35,""text"":""the timer's ding"",""labels"":[""SOUND""]}]"
893,893,"Out in the field, the combine harvester roared and grumbled.",Out in the field the combine harvester roared and grumbled,field combine harvester roar grumble,True,"[{""start"":19,""end"":59,""text"":""he combine harvester roared and grumbled"",""labels"":[""SOUND""]}]"
894,894,"Across the meadow, cows mooed, signaling dusk's approach.",Across the meadow cows moved signaling duck's approach,meadow cow move signal duck approach,True,"[{""start"":19,""end"":29,""text"":""cows mooed"",""labels"":[""SOUND""]}]"
895,895,A tractor’s low rumble marked the beginning of harvest season.,A tractors low rumble marked the beginning of harvest season,tractor low rumble mark beginning harvest season,True,"[{""start"":0,""end"":22,""text"":""A tractor’s low rumble"",""labels"":[""SOUND""]}]"
896,896,The magician’s cape swished dramatically during his final act.,The magicians cape wished dramatically during his final act,cape wish dramatically final act,True,"[{""start"":0,""end"":28,""text"":""The magician’s cape swished "",""labels"":[""SOUND""]}]"
897,897,"Against the night sky, bat wings whispered secrets of darkness.",Against the night sky bat wings whispered secrets of darkness,night sky bat wing whisper secret darkness,True,"[{""start"":23,""end"":42,""text"":""bat wings whispered"",""labels"":[""SOUND""]}]"
898,898,A ringing anvil in the blacksmith’s shop told tales of craft.,A ringing anvil in the blacksmith's shop told tales of craft,ring anvil shop tell tale craft,True,"[{""start"":0,""end"":15,""text"":""A ringing anvil"",""labels"":[""SOUND""]}]"
899,899,"From rooftops, cooing pigeons observed the world pass by.",From rooftops cooing pigeons observed the world pass by,rooftop cooing pigeon observe world pass,True,"[{""start"":15,""end"":29,""text"":""cooing pigeons"",""labels"":[""SOUND""]}]"
900,900,The cawing of a raven added mystery to the foggy morning.,The cawing of a raven added mystery to the foggy morning,cawing raven add mystery foggy morning,True,"[{""start"":0,""end"":21,""text"":""The cawing of a raven"",""labels"":[""SOUND""]}]"
901,901,"Chopping wood produced sharp, rhythmic sounds in the countryside.",Chopping wood produced sharp rhythmic sounds in the countryside,chop wood produce sharp rhythmic sound countryside,True,"[{""start"":0,""end"":14,""text"":""Chopping wood "",""labels"":[""SOUND""]},{""start"":23,""end"":45,""text"":""sharp, rhythmic sounds"",""labels"":[""SOUND""]}]"
902,902,Clashing swords in the film created a sense of urgency.,Clashing swords in the film created a sense of urgency,clash sword film create sense urgency,True,"[{""start"":0,""end"":16,""text"":""Clashing swords "",""labels"":[""SOUND""]}]"
903,903,Sizzling bacon greeted sleepy eyes with promises of breakfast.,Sizzling bacon greeted sleepy eyes with promises of breakfast,sizzle bacon greet sleepy eye promise breakfast,True,
904,904,Whirling helicopter blades signified urgent news or swift rescues.,Whirling helicopter blades signified urgent news or swift rescues,whirl helicopter blade signify urgent news swift rescue,True,"[{""start"":0,""end"":26,""text"":""Whirling helicopter blades"",""labels"":[""SOUND""]}]"
905,905,"At the zoo, an elephant's trumpet delighted visiting children.",At the zoo an elephant's trumpet delighted visiting children,zoo elephant trumpet delight visit child,True,"[{""start"":12,""end"":33,""text"":""an elephant's trumpet"",""labels"":[""SOUND""]}]"
906,906,"With each keystroke, the pianist invoked a range of emotions.",With each keystroke the pianist invoked a range of emotions,keystroke pianist invoke range emotion,True,"[{""start"":9,""end"":33,""text"":"" keystroke, the pianist "",""labels"":[""SOUND""]}]"
907,907,"Roaring waves crashed against the cliff, a never-ending dialogue.",Roaring waves crashed against the cliff a neverending dialogue,roar wave crash cliff neverende dialogue,True,"[{""start"":0,""end"":14,""text"":""Roaring waves "",""labels"":[""SOUND""]}]"
908,908,"As he brewed coffee, the percolator gurgled and popped.",As he brewed coffee the percolator gurgled and popped,brew coffee percolator gurgle pop,True,"[{""start"":21,""end"":55,""text"":""the percolator gurgled and popped."",""labels"":[""SOUND""]}]"
909,909,"In the swamp, the croak of bullfrogs set the scene.",In the swamp the croak of bullfrogs set the scene,swamp croak bullfrog set scene,True,"[{""start"":14,""end"":36,""text"":""the croak of bullfrogs"",""labels"":[""SOUND""]}]"
910,910,"Amidst nature, the rustling grass whispered secrets to the wind.",Amidst nature the rustling grass whispered secrets to the wind,nature rustle grass whisper secret wind,True,"[{""start"":14,""end"":43,""text"":"" the rustling grass whispered"",""labels"":[""SOUND""]}]"
911,911,Forlorn cries of a loon haunted the misty lake.,Forlorn cries of a loon haunted the misty lake,forlorn cry loon haunt misty lake,True,"[{""start"":0,""end"":23,""text"":""Forlorn cries of a loon"",""labels"":[""SOUND""]}]"
912,912,"Every lock clicked into place, sealing her escape route.",Every lock clicked into place sealing her escape route,lock click place seal escape route,True,"[{""start"":0,""end"":18,""text"":""Every lock clicked"",""labels"":[""SOUND""]}]"
913,913,Kids stomping in puddles created a cacophony of splashes.,Kids stomping in puddles created a cacophony of splashes,kid stomp puddle create cacophony splash,True,"[{""start"":0,""end"":25,""text"":""Kids stomping in puddles "",""labels"":[""SOUND""]},{""start"":33,""end"":56,""text"":""a cacophony of splashes"",""labels"":[""SOUND""]}]"
914,914,"At the inn, chatter and clinking glasses sang of conviviality.",At the inn chatter and clinking glasses sang of conviviality.,inn chatter clink glass sing conviviality,True,"[{""start"":12,""end"":61,""text"":""chatter and clinking glasses sang of conviviality"",""labels"":[""SOUND""]}]"
915,915,Crackling logs in the campfire provided the evening's soundtrack.,Crackling logs in the campfire provided the evening's soundtrack,crackle log campfire provide evening soundtrack,True,"[{""start"":0,""end"":31,""text"":""Crackling logs in the campfire "",""labels"":[""SOUND""]},{""start"":44,""end"":64,""text"":""evening's soundtrack"",""labels"":[""SOUND""]}]"
916,916,The song of a lyre drifted through the ancient hall.,The song of a lyre drifted through the ancient hall,song lyre drift ancient hall,True,"[{""start"":0,""end"":19,""text"":""The song of a lyre "",""labels"":[""SOUND""]}]"
917,917,Softly buzzing bees went about their work in the garden.,Softly buzzing bees went about their work in the garden,softly buzzing bee go work garden,True,"[{""start"":0,""end"":19,""text"":""Softly buzzing bees"",""labels"":[""SOUND""]}]"
918,918,"Beneath the moon, wolves howled a serenade to the wilderness.",Beneath the moon wolves howled a serenade to the wilderness,moon wolf howl serenade wilderness,True,"[{""start"":18,""end"":42,""text"":""wolves howled a serenade"",""labels"":[""SOUND""]}]"
919,919,The shuffle of cards indicated a new round of the game.,The shuffle of cards indicated a new round of the game,shuffle card indicate new round game,True,"[{""start"":0,""end"":20,""text"":""The shuffle of cards"",""labels"":[""SOUND""]}]"
920,920,Leaves crunching underfoot signaled an animal's passage through the forest.,Leaves crunching underfoot signaled an animal's passage through the forest,leave crunch underfoot signal animal passage forest,True,"[{""start"":0,""end"":26,""text"":""Leaves crunching underfoot"",""labels"":[""SOUND""]}]"
