,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len
446,996,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,10,"As for the other Russian , or rather Dutch musk , in pots ; it is generally very moist and exhales a most disagreeable and predominant ammoniacal smell , whenever the pots are opened .","a most disagreeable and predominant ammoniacal the other Russian , or rather Dutch musk it smell",Olfactive,Quality,35
447,999,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,14,"This powder will be of great use in several perfumery compositions , as will be afterwards directed ; for it has the odour of the finest parts of the musk , without that of the disagreeable ingredients which may happen to be present .",This powder it of the finest parts of the musk odour,Olfactive,Odour\_Carrier,44
448,1002,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,5,"The true China musk is of the colour of an old brown nutmeg : it is generally rolled up , or contained in the pod , in the form of little round pills , and has a very strong , fine , and agreeable , though singular , smell .",very strong fine agreeable singular The true China musk smell,Olfactive,Quality,50
449,1005,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,8,"The true Russian musk , in pod , mentioned above , is more loose , and has none of the round balls or pills , like that from China .",The true Russian musk,Olfactive,Smell\_Source,30
450,1006,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,9,"It has also , with its own proper perfume , a very distinguishing smell of urine .",of urine own proper a very distinguishing It perfume smell,Olfactive,Evoked\_Odorant,17
451,1010,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,1,Ferment oil of Erica vulgaris .,Ferment oil of Erica vulgaris,Olfactive,Smell\_Source,6
452,1011,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,3,"The oil is greenish-yellow , mobile , lighter than water , with a peculiar odour and sweet , aromatic , huining taste .",peculiar odour,Olfactive,Quality,23
453,1013,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,5,Ferment oil of Marrubium vulgare .,Ferment oil of Marrubium vulgare,Olfactive,Smell\_Source,6
454,1014,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,6,"The comminuted herb is soaked in water and exposed to the sun , whereby it acquires an offensive odour ; the liquid is then distilled , the distillate saturated with common salt ; the flocks thereby separated are collected on a filter and dissolved in ether and the ether slowly evaporated .",offensive The comminuted herb it odour,Olfactive,Quality,52
455,1017,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,7,"The oil is lighter than water , has a peculiar sweet , ethereaT odour , and an aromatic , slightly biting taste .",peculiar sweet ethereaT odour,Olfactive,Quality,23
456,1019,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,8,"It burns without leaving any residue , “ With chlorine water it emits an odour of roses .",of roses it odour,Olfactive,Evoked\_Odorant,18
457,1022,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,1,Snuff Perfum ' d with Flowers .,Snuff with Flowers Perfum ' d,Olfactive,Odour\_Carrier,7
458,1025,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,10,"TAKE as much Buds of Roses as you will , pluck out the green knots , and in their room put as many Cloves : Then throw them in a Glass-bottle well stopt , expose the Bottle to the hot sun three Weeks or a Month ; you may use them after to perfume your Snuff , being cleansed they will give a very sweet Smell to it .",Snuff to it very sweet Buds of Roses them they perfume Smell,Olfactive,Odour\_Carrier,69
459,1029,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,11,Snuff perfum ' d with a great many sorts of Flowers .,Snuff with a great many sorts of Flowers perfum ' d,Olfactive,Odour\_Carrier,12
460,1032,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,12,"NOthing else is to be done , but to mix together Snuff perfum ' d with several sweet Flowers , and to prepare it so well by more or less of it , that you can hardly discern which Smell prevails , and ' tis done .",Snuff with several sweet Flowers perfum ' d Smell,Olfactive,Odour\_Carrier,47
461,1035,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,13,The manner of making Snuff in Grains of different bigness .,Snuff,Olfactive,Odour\_Carrier,11
462,1036,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,14,"GET several sorts of Sieves , some of thin others of very thick Cloth , and so according to the courseness of your Cloth , you ' ll make the Grains of your Snuff in passing it through ; you must not searce it but when it is perfum ' d with Flowers .",it with Flowers perfum ' d,Olfactive,Odour\_Carrier,54
463,1039,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,16,"THE true Spanish Snuff is very fine and redish , to make it take red Snuff in Grains , beat it in a Mortar , and pass it very fine through a Sieve ; and being cleansed before it is colour ' d , as I prescribe in the beginning of this Treatise , perfume it only with Flowers , then with some Spanish Perfume or other , and ' tis done .",THE true Spanish Snuff it only with Flowers some Spanish Perfume perfume,Olfactive,Odour\_Carrier,73
464,1042,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,17,"To perfume Snuff well , it is not enough to perfume it with Flowers , you must use other Perfumes ; it is true , being only perfum ' d with Flowers , it may be good to be perfumed with the Perfumes we mention hereafter : I leave it to every ones Fancy , I ' ll say only this , That the Smell of Flowers does very well , mixt with the most sweet and precious Smells , and that they are of a stronger and more lasting Vertue .",Snuff it it well other the most sweet precious of a stronger and more lasting Vertue with Flowers with Flowers with the Perfumes of Flowers perfume perfume Perfumes perfum ' d perfumed Smell Smells they,Olfactive,Odour\_Carrier,92
465,1046,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,2,"THE Flowers much used for Perfuming Snuff , are Orange-flower water , Jasmin , common Roses , musqued Roses and Tuberoses , other Flowers can hardly Perfume naturally , unless you use a great quantity of them , and add to them some Essence of the same Flowers , as you ' ll see in the Receipts for Perfuming Snuff ; but when all is done the smell never last long , as in other Perfumes .",Snuff hardly other THE Flowers Orange-flower water Jasmin common Roses musqued Roses Tuberoses other Flowers of the same Flowers Perfuming Perfume Essence Perfuming Snuff smell Perfumes,Olfactive,Odour\_Carrier,77
466,1050,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,3,Here is the manner how to use them in Perfuming Snuff .,Snuff them Perfuming,Olfactive,Odour\_Carrier,12
467,1053,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,4,"Get a Wooden Box , as big as you have occasion for , line within with dry Paper , lay in it a Bed of Snuff an Inch thick , then a Bed of Flowers , and so along till you have no more of it ; let it lay so in the Flowers Twenty four Hours : then searce your Snuff , to take out the Flowers , and renew them at the same time ; continue so doing four or five days ; and when you think your Snuff is Perfum ' d enough with Flowers , keep it very close in your Boxes , in a very dry place ; don ' t meddle with it when the Flowers are within , because it will not heat .",Snuff with Flowers Perfum ' d,Olfactive,Odour\_Carrier,131
468,1056,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,5,Another manner of Perfuming Snuff with Flowers .,Snuff with Flowers Perfuming,Olfactive,Odour\_Carrier,8
469,1059,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,6,"GET a good quantity of Sheets of Paper dryed before the Fire , of the bigness and shape or thereabouts of your Boxes ; prick them all over with a big Pin ; then to Perfume your Snuff with Flowers , lay a Bed of them an Inch thick in the Box ; and over one Sheet of that Paper , and over the Paper a Bed of Flowers , and another sheet of Paper over the Flowers ; lay over that sheet another Bed of Snuff , and continue so doing till you have none left : So the Flowers are between two Papers , and the Snuff too , without touching the Flowers ; and by that means the Snuff takes naturally the Smell of the Flowers , because the same Smell is not corrupted or alter ' d by the Snuff .",Snuff Snuff by the Snuff same with Flowers of the Flowers Perfume Smell Smell,Olfactive,Odour\_Carrier,145
470,1063,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,9,Snuff perfum ' d with Buds of Roses .,Snuff with Buds of Roses perfum ' d,Olfactive,Odour\_Carrier,9
471,1066,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,1,All those who have travelled in that season on the coast of Genoa will no doubt remember what charming bouquets and garlands are made of the cassie intermixed with other flowers .,the cassie,Olfactive,Smell\_Source,32
472,1067,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,2,"To perfumers it is a most valuable assistant , possessing in the highest degree a fresh floral fragrance , which renders it highly useful in compounds .",fresh floral it fragrance,Olfactive,Quality,27
473,1070,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,3,"It bears some resemblance to the violet , and , being much stronger , is often used to fortify that scent , which is naturally weak .",resemblance to the violet weak It scent,Olfactive,Evoked\_Odorant,27
474,1074,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,8,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £4 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence .",oil of cassie essential,Olfactive,Odour\_Carrier,39
475,1077,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,9,"The violet is one of the most charming odours in nature , and well might Shakspeare exclaim — 	_	_	_	
9-20	1066-1071	Sweet	_	_	_	
9-21	1072-1077	thief	_	_	_	
9-22	1077-1078	,	_	_	_	
9-23	1079-1085	whence	_	_	_	
9-24	1086-1091	didst	_	_	_	
9-25	1092-1096	thou	_	_	_	
9-26	1097-1102	steal	_	_	_	
9-27	1103-1106	thy	_	_	_	
9-28	1107-1112	sweet	Quality	_	_	
9-29	1113-1117	that	_	_	_	
9-30	1118-1124	smells	Smell\_Word	*|*	9-28|9-1[6_0]	
9-31	1124-1125	.	_	_	_	

",one of the most charming The violet odours,Olfactive,Quality,93
476,1080,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,1,"VPon the top of your glasse bodie , straine a haire cloth , and vpon that lay good store of Roseleaues , either drie , or halfe drie , and so your water will ascend verie good both in smell and in colour .",water verie good Roseleaues smell,Olfactive,Odour\_Carrier,44
477,1084,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,12,"STampe the hearb , put the same into a large glasse , leauing two parts emptie ( some commend the iuice of the hearbe onely ) nip or else lute the glasse very wel , digest it in balneo . 15 . or 16 . daies , and you shall finde the same very red , diuide the watrish part , and that which remaineth is the bloud or essence of the hearb . 23 .",of the hearb essence,Olfactive,Smell\_Source,76
478,1086,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,20,"AFter you haue digested your Rose leaues by the speace of 3 . moneths , sicut ante , num . 13 . eyther in barrels or hookers , then distill the with faire water in a limbeck , draw so long as you finde anie excellent smell of the Rose , then diuide the fatty oile that fleeteth on the top of the Rose water , and so you haue both excellent oile of Roses , and also good Rosewater togither , and you shall also haue more water then by the ordinarie way , and this Rosewater extendeth farther in physicall compositions , and the other serueth best for perfumes and casting bottles .",excellent of the Rose oile of Roses smell perfumes,Olfactive,Quality,115
479,1089,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,21,"You may also distill the oyle of Linum Rhodtum this way , sauing that you shall not neede to macerate the same aboue 24 houres in your water or menstruum before you distill : this oyle hath a most pleasing smell in a manner equall with the oyle of Roses .",in a manner equall with the oyle of Roses a most pleasing the oyle of Linum Rhodtum smell,Olfactive,Evoked\_Odorant,51
480,1093,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,5,"EXpresse a good quantity of the iuice thereof , set it on the fire , and giue it onely a walme or two , then it will grow cleere : before it be cooled , pour away the cleerest , filter with a peece of cotton , and then euaporate your filtred iuyce , till it come to a thicke substance , and thus you shal haue a most excellent extracte of the Rose , Gilloflower , & c . with the perfect sent and taste of the flower , whereas the common waie is to make the extracte eyther by spirit of wine faire water , the water of the plant , or some kind of menstruum . 20 .",perfect extracte of the Rose Gilloflower of the flower sent,Olfactive,Quality,121
481,1096,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,6,"To make a water smelling of the Eglantine , Gilloflowers , & c .",water of the Eglantine Gilloflowers smelling,Olfactive,Odour\_Carrier,14
482,1099,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,7,"DRie the hearbe or flower , and distill the same in faire water in a limbecke , draw no longer then you find sent in the water that issueth , reiterate that water vpon fresh herbes , and distil as before , diuiding the sweetest from the rest . 21 .",in the water the hearbe flower sent,Olfactive,Odour\_Carrier,51
483,1102,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,12,"The cheat is discerned , by its easie dissolving in water , and its different colour and scent .",different The cheat its scent,Olfactive,Quality,19
484,1105,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,18,"To restore the lost scent to Musk , or Ambergriese .",lost Musk Ambergriese scent,Olfactive,Quality,11
485,1108,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,19,"This is done , by hanging it some time in a Jakes or house of Office ; for by these ill scents , its innate vertue and odour is excited and revived .",ill its scents odour,Olfactive,Quality,33
486,1111,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,3,"Of the Adulteration of Musk , Civet and Ambergriese .",of Musk Civet Ambergriese,Olfactive,Smell\_Source,10
487,1112,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,4,"BY reason that these choice Perfumes are often adulterated or counterfeited , we shall do our endeavour to discover the cheat , lest any being deceived thereby should suffer loss .",Perfumes,Olfactive,Smell\_Word,31
488,1113,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,10,"On the contrary , the Snuff receives the Perfume the more readily , and preserves its flavour the longer on that account .",the Snuff Perfume,Olfactive,Odour\_Carrier,23
489,1115,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,2,"Italian Snuffs Put into a mortar , or other convenient vestel , a quantity of Snuff already scented with some Flower , pour on it a little White Wine , and add , if agreeable , some Essence of Ambergrise , Musk , or any other Perfume you like best ; stir the Snuff and rub it well between your hands .",Snuff agreeable other with some Flower of Ambergrise Musk scented Essence Perfume,Olfactive,Odour\_Carrier,62
490,1119,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,3,"Scent Snuff in this manner with any particular flavour , and put the different scented Snuffs in separate boxes , which are to be marked , to prevent mistakes . 321 .",Snuff Snuffs different with any particular flavour Scent scented,Olfactive,Odour\_Carrier,32
491,1123,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,4,"Snuff scented after the Spanish Manner Take a lump of double-refined Sugar , rub it in a mortar with twenty grains of Musk ; add by little and little a pound of Snuff , and grind the whole with ten grains of Civet , rubbing it afterwards well between your hands .",Snuff scented,Olfactive,Odour\_Carrier,52
492,1125,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,6,"Keep your Snuff in canisters closely syopped , to prevent the scent from exhaling .",Snuff scent,Olfactive,Odour\_Carrier,15
493,1127,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,7,"As Spanish Snuff is very fine and of a redish colour , to imitate it nicely , take the best Dutch Snuff , well cleansed , granulated , and coloured red ; beat it fine , and sift it through a very fine lawn sieve .",the best Dutch Snuff,Olfactive,Odour\_Carrier,46
494,1128,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,8,"After it has been cleansed according to the foregoing directions , it is fit to take any scent whatever .",it scent,Olfactive,Odour\_Carrier,20
495,1130,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,9,"There is no rilk in using a sieve that retains the scent of any Flower , to perfume your Snuff with the flavour of Musk , Ambergrise , or any other Perfume .",a sieve Snuff of any Flower with the flavour of Musk Ambergrise any other Perfume scent perfume,Olfactive,Odour\_Carrier,33
496,1133,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,1,P E R F U M E S 164 .,P E R F U M E S,Olfactive,Smell\_Word,10
497,1134,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,10,"The Ambergris must be well rubbed in the mortar ; and by degrees two pounds of powder , either white or grey , must : be added to it , till the Ambergris is thoroughly incorporated with the powder ; then sift through a hair sieve , and mix all the three powders together .",all the three powders,Olfactive,Smell\_Source,55
498,1135,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,11,"This perfume is to be kept in a Leather Bag , the learns of which are well sewed with waxed thread .",perfume,Olfactive,Smell\_Word,22
499,1136,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,2,Scented Tables or Pastils .,Tables Pastils Scented,Olfactive,Odour\_Carrier,5
500,1138,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,4,"To form scented Pastils , roll up bits of this Paste in the shape of a cone , that they may stand upright , and set them by to dry .",Pastils scented,Olfactive,Odour\_Carrier,31
501,1140,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,5,This kind of Pastils are lighted in the same manner as a candle .,Pastils,Olfactive,Smell\_Source,14
502,1141,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,6,"They consume entirely away ; and , while burning , exhale a fragrant smoke . 165 .",smoke They fragrant,Olfactive,Odour\_Carrier,17
503,1144,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,7,"A pleasant Perfume , Take a drachm of Musk , four Cloves , four ounces of Lavender-seed , a drachm and a half of Civet , and half a drachm of Ambergris ; heat your pestle and mortar , and rub the Musk , Cloves , and Lavender-seeds , together , with a lump of Loaf Sugar and a wine-glass full of Angelic or Rose-water .",pleasant of Musk four Cloves four ounces of Lavender-seed a drachm and a half of Civet half a drachm of Ambergris Musk Cloves Lavender-seeds a lump of Loaf Sugar a wine-glass full of Angelic or Rose-water Perfume,Olfactive,Quality,66
504,1147,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,8,"Take a handful of powder , and incorporate it well with this mixture , then sift it through a sieve ; add two or three pounds more powder , or even a larger quantity , till the perfume is brought to a proper degree of strength .",this mixture perfume,Olfactive,Smell\_Source,47
505,1149,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,9,"As to the Civet , put it on the end of a hot pestle , and rub it well with a handful of powder ; after which add , by little and little , fix pounds of powder ; then sift the whole through a hair sieve to incorporate it with the other perfumed powder .",powder other perfumed,Olfactive,Odour\_Carrier,56
506,1152,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,1,"FLORIDA WATER . — This perfume , which , of course , is not protected with a proprietary name , is one of exceedingly popular character in America , and , to a smaller extent , in far Eastern countries that import it .",FLORIDA WATER perfume,Olfactive,Smell\_Source,44
507,1154,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,3,"It is a toilet perfume somewhat resembling a mixture of lavender water and eau de Cologne , rounded off with one or more of the following bodies ; cassia oil ( or cinnamon oil , or cinnamic aldehyde ) ; clove oil ( or pimento oil , bay oil , or eugenol ) ; and lemongrass oil .",resembling a mixture of lavender water and eau de Cologne toilet It perfume,Olfactive,Evoked\_Odorant,58
508,1158,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,4,FOIN-COUPE . — This popular type of perfume is supposed to reproduce the odour of new-mown hay .,FOIN-COUPE of new-mown hay perfume odour,Olfactive,Smell\_Source,18
509,1160,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,5,"It is invariably based on coumarin , modified by lavender , bergamot , and other perfumes , according to the exact note the perfumer wishes to give to his product .",other lavender bergamot perfumes,Olfactive,Quality,31
510,1163,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,6,"The odour of true new-mown hay is due more to the sweet-scented grass known as Anthoxanthum odoratum than to any other grass , although many others contribute to it .",of true new-mown hay grass Anthoxanthum odoratum odour sweet-scented,Olfactive,Smell\_Source,30
511,1165,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,7,"Several different types of clover , of course , also add to the fragrance of the hayfield odour .",of the hayfield odour fragrance,Olfactive,Smell\_Source,19
512,1167,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,8,"This odour is probably the result of glucosidal decomposition of constituents present in the plants , resulting in the formation of a little coumarin .",odour,Olfactive,Smell\_Word,25
513,1168,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,1,Leaf Odours versus Floral Odours When we compare leaf odours with flower odours we find a considerable difference between them .,Floral Leaf leaf flower Odours Odours odours odours,Olfactive,Quality,21
514,1171,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,2,"Thus in the case of the orange there is a difference between the essential oils of the flowers and of the leaves , and of that of the rind of the fruit , which afford three different kinds of perfume .",oils of the flowers of the leaves the rind of the fruit essential perfume,Olfactive,Odour\_Carrier,41
515,1174,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,3,"Then floral odours are generally positive , being exhaled by most flowers spontaneously as it were , so that you must inhale floral odours whether you like them or not .",floral generally positive floral by most flowers odours odours,Olfactive,Quality,31
516,1177,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,4,"Leaf odours , on the other hand , are latent or negative , and are rarely to be detected except after the leaves have been touched , pressed , or bruised .",latent negative Leaf odours,Olfactive,Quality,32
517,1180,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,5,Both leaf and flower perfume depends on the same essential oil being in different states or conditions .,oil same leaf flower perfume essential,Olfactive,Odour\_Carrier,18
518,1184,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,6,"Floral odours again are emitted only at particular times , that is to say , just when the androecia ] whorl attains maturity , and the flowers are quite fresh ; and even then , in the case of many Orchids and other flowers , their scent is intermittent , and only to be perceived at different times of the day or night — this time , as we suppose , having some connection with the diurnal or nocturnal visits of the insects that act as marriage priests in their native wilds .",Floral intermittent many Orchids other flowers their odours scent,Olfactive,Quality,93
519,1187,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,7,"But , on the other hand , leaf odours are persistent — ready if sought",persistent leaf odours,Olfactive,Quality,15
520,1190,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,1,"It will be readily seen that night-time is the most favourable for the retention of scent , as evaporation does not take place so rapidly then , and this , of course , as I have shown , is why dogs are more especially useful at this time .",scent,Olfactive,Smell\_Word,49
521,1191,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,11,"“ Changing the experiments , he soaked his ordinary shooting - boots with oil of aniseed , and walked with these over the park .",oil of aniseed,Olfactive,Smell\_Source,25
522,1192,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,12,"Strange to say , this strong odour did not interfere with the bitch ’ s scent , for it ran him down as quickly as before",strong this bitch ’ s odour scent,Olfactive,Quality,26
523,1195,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,14,"“ Accordingly , this keen observer came to the conclusion that his setter distinguished his trail from that of all others by the peculiar smell of his boots , and not by the particular scent of his feet or body .",peculiar particular of his boots of his feet body smell scent,Olfactive,Quality,41
524,1198,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,15,"The exudations from his feet required to be combined with shoe-leather , and brown paper can stop the transmission of that scent . ”",that scent,Olfactive,Smell\_Source,24
525,1200,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,17,"My own opinion is , that the dog goes both by foot scent on the ground and also by body scent , when this latter scent is there , and I think that this is another reason why tracking in the evening or at night is so much easier for the dog .",foot body this scent scent scent,Olfactive,Smell\_Source,53
526,1202,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,18,"The air at this time being both moist and still , the fugitive ’ s body scent remains suspended in the air as he goes along , and this is a great additional aid to the dog .",fugitive ’ s body scent,Olfactive,Smell\_Source,38
527,1204,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,3,"Strongly scented ground makes tracking difficult , as the animal or human scent is overpowered : thus clover fields , or any highly scented crops , and manured fields , are decided drawbacks .",ground Strongly overpowered highly animal human clover fields crops manured fields scented scent scented,Olfactive,Odour\_Carrier,34
528,1208,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,4,"Newly ploughed fields are unprofitable tracking-ground , the reason being that the turned - up earth has a strong aromatic odour of its own , apart from that of the chemicals , & c . , that may have been previously put into it .",strong aromatic Newly ploughed fields odour,Olfactive,Quality,45
529,1211,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,5,"Now with regard to the scent left by a man , much interesting speculation arises as to whether the dog works entirely by foot scent , or if he depends as well on body scent , and if so , how much .",left by a man foot body scent scent scent,Olfactive,Smell\_Source,43
530,1213,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,11,"Orfila also says that it is similar to that of bitter almonds : — this is , indeed , the common impression .",similar to that of bitter almonds it,Olfactive,Evoked\_Odorant,23
531,1215,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,12,"There is , however , a difference between these odours ; but the difference is not perceptible to the senses of all , and the only practical point requiring notice is , that the diluted odour of bitter almonds would probably be pronounced by many persons to indicate the presence of prussic acid , especially if there existed any suspicion of violent death .",prussic acid diluted of bitter almonds odours odour,Olfactive,Odour\_Carrier,64
532,1219,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,14,"There are some who are unable to perceive the odour of prussic acid when it exists in large proportion , whether mixed with water or other liquids ; while others , again , are peculiarly susceptible of it .",of prussic acid odour,Olfactive,Smell\_Source,39
533,1221,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,15,"With some , it does not affect the olfactory nerves at all , but produces merely a sense of constriction in the throat .",olfactory it,Olfactive,Quality,24
534,1223,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,16,"These facts appear to me to explain , — why , on being called to a case of poisoning by this acid , or during the examination of a body , some medical men perceive the odour while others do not .",odour,Olfactive,Smell\_Word,42
535,1224,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,19,"Christison , in which a man had swallowed a large dose of prussic acid , there was no odour in the breath , near the patient , nor in any part of the room .",of prussic acid odour,Olfactive,Smell\_Source,35
536,1226,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,2,"The evidence derivable from the taste and odour of this poison is , in some instances , of importance .",of this poison odour,Olfactive,Smell\_Source,20
537,1228,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,20,Two persons could not perceive any odour in six ounces of the warm fluid freshly drawn from the stomach by the pump .,in six ounces of the warm fluid odour,Olfactive,Odour\_Carrier,23
538,1230,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,24,"On other occasions the odour may be concealed by peppermint , tobacco , or other odours .",odour,Olfactive,Smell\_Word,17
539,1231,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,27,"He was found dead in a privy very shortly afterwards ; but although the body was still warm , the smell of tobacco-smoke from the mouth completely overpowered and concealed the odour of prussic acid .",of tobacco-smoke smell,Olfactive,Smell\_Source,36
540,1233,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,28,"On opening the body , the smell of the acid was at once perceptible .",perceptible of the acid smell,Olfactive,Quality,15
541,1236,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,8,"With regard to the odour , Dr .",odour,Olfactive,Smell\_Word,8
542,1237,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,9,"Christison states that when diffused , it has a distant resemblance to that of bitter almonds ; but it is accompanied with a peculiar impression of acridity on the nostrils and back of the throat .",a distant resemblance to that of bitter almonds,Olfactive,Evoked\_Odorant,36
543,1238,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,13,"To have my Closet stink like a Pothecaries shop with Drugs and Medicines , to administer to my sick Neighbours ; and spoil the next Quacks practice with the receipt book that belongs to the family .",like a Pothecaries shop with Drugs and Medicines Closet stink,Olfactive,Evoked\_Odorant,37
