,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label,token,sentence,ref_type
342,342,Distant cries of wolves evoked both beauty and dread.,Distant cries of wolves evoked both beauty and dread,distant cry wolf evoke beauty dread,True,"[{'start': 0, 'end': 23, 'text': 'Distant cries of wolves', 'labels': ['SOUND']}]",Distant cries of wolves,Distant cries of wolves evoked both beauty and dread.,Olfactive
343,343,"Chains rattled as the drawbridge lowered, granting entry.",Chains rattled as the drawbridge lowered granting entry,chain rattle drawbridge lower grant entry,True,"[{'start': 0, 'end': 15, 'text': 'Chains rattled ', 'labels': ['SOUND']}]",Chains rattled ,"Chains rattled as the drawbridge lowered, granting entry.",Olfactive
344,344,"As the wind shifted, a chime tinkled softly on the porch.",As the wind shifted a chime tinkled softly on the porch,wind shift chime tinkled softly porch,True,"[{'start': 3, 'end': 20, 'text': 'the wind shifted,', 'labels': ['SOUND']}, {'start': 19, 'end': 44, 'text': ', a chime tinkled softly ', 'labels': ['SOUND']}]","the wind shifted, , a chime tinkled softly ","As the wind shifted, a chime tinkled softly on the porch.",Olfactive
345,345,"During meditation, the gong's resonant tone aided deep focus.",During meditation the long's resonant tone aided deep focus,meditation long resonant tone aid deep focus,True,"[{'start': 20, 'end': 43, 'text': ""he gong's resonant tone"", 'labels': ['SOUND']}]",he gong's resonant tone,"During meditation, the gong's resonant tone aided deep focus.",Olfactive
346,346,Cackling witches in the movie created a spine-chilling atmosphere.,Cackling witches in the movie created a spine-chilling atmosphere,cackle witch movie create spine chill atmosphere,True,"[{'start': 0, 'end': 17, 'text': 'Cackling witches ', 'labels': ['SOUND']}]",Cackling witches ,Cackling witches in the movie created a spine-chilling atmosphere.,Olfactive
347,347,"Atop the hill, bagpipes played haunting melodies into the dusk.",Atop the hill bagpipes played haunting melodies into the dusk,hill bagpipe play haunting melody dusk,True,"[{'start': 15, 'end': 48, 'text': 'bagpipes played haunting melodies', 'labels': ['SOUND']}]",bagpipes played haunting melodies,"Atop the hill, bagpipes played haunting melodies into the dusk.",Olfactive
348,348,"In the gym, the repetitive thud of boxing gloves echoed.",In the gym the repetitive thud of boxing gloves echoed,gym repetitive boxing glove echo,True,"[{'start': 11, 'end': 56, 'text': ' the repetitive thud of boxing gloves echoed.', 'labels': ['SOUND']}]", the repetitive thud of boxing gloves echoed.,"In the gym, the repetitive thud of boxing gloves echoed.",Olfactive
349,349,Pounding hammers and buzzing saws spoke of construction nearby.,Pounding hammers and buzzing saws spoke of construction nearby,pound hammer buzzing saw speak construction nearby,True,"[{'start': 0, 'end': 33, 'text': 'Pounding hammers and buzzing saws', 'labels': ['SOUND']}]",Pounding hammers and buzzing saws,Pounding hammers and buzzing saws spoke of construction nearby.,Olfactive
350,350,Old floorboards groaned under the weight of secrets and years.,Old floorboards groaned under the weight of secrets and years,old floorboard groan weight secret year,True,"[{'start': 0, 'end': 23, 'text': 'Old floorboards groaned', 'labels': ['SOUND']}]",Old floorboards groaned,Old floorboards groaned under the weight of secrets and years.,Olfactive
351,351,The burbling stream narrated the landscape's untold stories.,The burbling stream narrated the landscape's untold stories,burble stream narrate landscape untold story,True,"[{'start': 0, 'end': 19, 'text': 'The burbling stream', 'labels': ['SOUND']}]",The burbling stream,The burbling stream narrated the landscape's untold stories.,Olfactive
352,352,Soft murmurs of the crowd rose as anticipation built.,Soft murmurs of the crowd rose as anticipation built,soft murmur crowd rise anticipation build,True,"[{'start': 0, 'end': 30, 'text': 'Soft murmurs of the crowd rose', 'labels': ['SOUND']}]",Soft murmurs of the crowd rose,Soft murmurs of the crowd rose as anticipation built.,Olfactive
353,353,"In the theater, the audience's collective gasp marked the plot twist.",In the theater the audience's collective gasp marked the plot twist,theater audience collective gasp mark plot twist,True,"[{'start': 15, 'end': 47, 'text': "" the audience's collective gasp "", 'labels': ['SOUND']}]", the audience's collective gasp ,"In the theater, the audience's collective gasp marked the plot twist.",Olfactive
354,354,"From the jukebox, rock 'n' roll tunes infused the diner.",From the jukebox rock and roll tunes infused the diner,jukebox rock roll tune infuse diner,True,"[{'start': 0, 'end': 37, 'text': ""From the jukebox, rock 'n' roll tunes"", 'labels': ['SOUND']}]","From the jukebox, rock 'n' roll tunes","From the jukebox, rock 'n' roll tunes infused the diner.",Olfactive
355,355,"Amidst the cacophony of the city, a saxophonist played soulfully.",Amidst the cacophony of the city a saxophones played soulfully.,cacophony city saxophone play soulfully,True,"[{'start': 7, 'end': 32, 'text': 'the cacophony of the city', 'labels': ['SOUND']}, {'start': 33, 'end': 64, 'text': ' a saxophonist played soulfully', 'labels': ['SOUND']}]",the cacophony of the city  a saxophonist played soulfully,"Amidst the cacophony of the city, a saxophonist played soulfully.",Olfactive
356,356,"The clock struck midnight, its chimes serenading the moon.",The clock struck midnight its chimes serenading the moon,clock strike midnight chime serenade moon,True,"[{'start': 3, 'end': 17, 'text': ' clock struck ', 'labels': ['SOUND']}, {'start': 31, 'end': 48, 'text': 'chimes serenading', 'labels': ['SOUND']}]", clock struck  chimes serenading,"The clock struck midnight, its chimes serenading the moon.",Olfactive
357,357,"His snoring reverberated through the house, disrupting everyone's sleep.",His snoring reverberated through the house disrupting everyone's sleep,snore reverberate house disrupt sleep,True,"[{'start': 4, 'end': 24, 'text': 'snoring reverberated', 'labels': ['SOUND']}]",snoring reverberated,"His snoring reverberated through the house, disrupting everyone's sleep.",Olfactive
358,358,The distant rumble of artillery spoke of battles unfolding far away.,The distant rumble of artillery spoke of battles unfolding far away,distant rumble artillery speak battle unfold far away,True,"[{'start': 0, 'end': 37, 'text': 'The distant rumble of artillery spoke', 'labels': ['SOUND']}]",The distant rumble of artillery spoke,The distant rumble of artillery spoke of battles unfolding far away.,Olfactive
359,359,"Footsteps behind her quickened, injecting fear into her night walk.",Footsteps behind her quickened injecting fear into her night walk,footstep quicken inject fear night walk,True,"[{'start': 0, 'end': 9, 'text': 'Footsteps', 'labels': ['SOUND']}]",Footsteps,"Footsteps behind her quickened, injecting fear into her night walk.",Olfactive
360,360,"Above, the rustle of leaves signaled a squirrel's quick passage.",above the rustle of leaves signaled a squirrel's quick passage,rustle leave signal squirrel quick passage,True,"[{'start': 7, 'end': 27, 'text': 'the rustle of leaves', 'labels': ['SOUND']}]",the rustle of leaves,"Above, the rustle of leaves signaled a squirrel's quick passage.",Olfactive
361,361,"In the classroom, the teacher's chalk scratched against the blackboard.",In the classroom the teacher's chalk scratched against the blackboard,classroom teacher chalk scratch blackboard,True,"[{'start': 18, 'end': 48, 'text': ""the teacher's chalk scratched "", 'labels': ['SOUND']}]",the teacher's chalk scratched ,"In the classroom, the teacher's chalk scratched against the blackboard.",Olfactive
362,362,"Echoing through the ancient ruins, the tour guide’s voice educated us.",Echoing through the ancient ruins the tour guides voice educated us,echo ancient ruin tour guide voice educate,True,"[{'start': 0, 'end': 7, 'text': 'Echoing', 'labels': ['SOUND']}, {'start': 34, 'end': 57, 'text': ' the tour guide’s voice', 'labels': ['SOUND']}]",Echoing  the tour guide’s voice,"Echoing through the ancient ruins, the tour guide’s voice educated us.",Olfactive
363,363,"Inside the cathedral, organ music swelled, filling the sacred space.",Inside the cathedral organ music swelled filling the sacred space,cathedral organ music swell fill sacred space,True,"[{'start': 21, 'end': 41, 'text': ' organ music swelled', 'labels': ['SOUND']}]", organ music swelled,"Inside the cathedral, organ music swelled, filling the sacred space.",Olfactive
364,364,A sudden clap of thunder startled us during our picnic.,A sudden clap of thunder startled us during our picnic,sudden clap thunder startle picnic,True,"[{'start': 9, 'end': 24, 'text': 'clap of thunder', 'labels': ['SOUND']}]",clap of thunder,A sudden clap of thunder startled us during our picnic.,Olfactive
365,365,The ping of a received message broke his deep concentration.,The ping of a received message broke his deep concentration,ping receive message break deep concentration,True,"[{'start': 0, 'end': 30, 'text': 'The ping of a received message', 'labels': ['SOUND']}]",The ping of a received message,The ping of a received message broke his deep concentration.,Olfactive
366,366,"As the record spun, the needle's hiss preceded vintage melodies.",As the record spun the needle's hiss preceded vintage melodies,record spin needle hiss precede vintage melody,True,"[{'start': 20, 'end': 37, 'text': ""the needle's hiss"", 'labels': ['SOUND']}]",the needle's hiss,"As the record spun, the needle's hiss preceded vintage melodies.",Olfactive
367,367,"Drumbeats filled the air, announcing the parade's jubilant start.",drumbeat filled the air announcing the parade's jubilant start,drumbeat fill air announce parade jubilant start,True,"[{'start': 0, 'end': 9, 'text': 'Drumbeats', 'labels': ['SOUND']}]",Drumbeats,"Drumbeats filled the air, announcing the parade's jubilant start.",Olfactive
368,368,"Amid the night's silence, a bat's screech felt eerie.",Amid the night's silence a bat's screech felt eerie,night silence bat screech feel eerie,True,"[{'start': 26, 'end': 41, 'text': ""a bat's screech"", 'labels': ['SOUND']}, {'start': 5, 'end': 25, 'text': ""the night's silence,"", 'labels': ['SOUND']}]","a bat's screech the night's silence,","Amid the night's silence, a bat's screech felt eerie.",Olfactive
369,369,"From a nest, the chirps of hungry fledglings awaited nourishment.",From a nest the chirps of hungry fledglings awaited nourishment,nest chirp hungry fledgling await nourishment,True,"[{'start': 13, 'end': 45, 'text': 'the chirps of hungry fledglings ', 'labels': ['SOUND']}]",the chirps of hungry fledglings ,"From a nest, the chirps of hungry fledglings awaited nourishment.",Olfactive
370,370,"Fireworks burst overhead, their loud bangs eliciting awe and cheer.",Fireworks burst overhead their loud bangs eliciting awe and cheer,firework burst overhead loud bang elicit awe cheer,True,"[{'start': 0, 'end': 16, 'text': 'Fireworks burst ', 'labels': ['SOUND']}, {'start': 26, 'end': 42, 'text': 'their loud bangs', 'labels': ['SOUND']}]",Fireworks burst  their loud bangs,"Fireworks burst overhead, their loud bangs eliciting awe and cheer.",Olfactive
371,371,The old car's brakes squealed in protest at every stop.,The old car's brakes squealed in protest at every stop,old car brake squeal protest stop,True,"[{'start': 14, 'end': 30, 'text': 'brakes squealed ', 'labels': ['SOUND']}]",brakes squealed ,The old car's brakes squealed in protest at every stop.,Olfactive
372,372,The soft cooing of doves evoked a peaceful morning.,The soft cooing of doves evoked a peaceful morning,soft cooing dove evoke peaceful morning,True,"[{'start': 4, 'end': 24, 'text': 'soft cooing of doves', 'labels': ['SOUND']}]",soft cooing of doves,The soft cooing of doves evoked a peaceful morning.,Olfactive
373,373,"Candles flickered, and in their quiet sizzle, moments felt intimate.",Candles flickered and in their quiet sizzle moments felt intimate,candle flicker quiet sizzle moment feel intimate,True,"[{'start': 0, 'end': 18, 'text': 'Candles flickered,', 'labels': ['SOUND']}]","Candles flickered,","Candles flickered, and in their quiet sizzle, moments felt intimate.",Olfactive
374,374,"A choir of frogs croaked from the pond, celebrating nightfall.",A choir of frogs croaked from the pond celebrating nightfall,choir frog croak pond celebrate nightfall,True,"[{'start': 0, 'end': 24, 'text': 'A choir of frogs croaked', 'labels': ['SOUND']}]",A choir of frogs croaked,"A choir of frogs croaked from the pond, celebrating nightfall.",Olfactive
375,375,"Whispers filled the dark room, intensifying the suspense.",Whispers filled the dark room intensifying the suspense,whisper fill dark room intensify suspense,True,"[{'start': 0, 'end': 9, 'text': 'Whispers ', 'labels': ['SOUND']}]",Whispers ,"Whispers filled the dark room, intensifying the suspense.",Olfactive
376,376,"Scissors snipped rhythmically, shaping paper into intricate designs.",Scissors snipped rhythmically shaping paper into intricate designs,scissor snip rhythmically shape paper intricate design,True,"[{'start': 0, 'end': 29, 'text': 'Scissors snipped rhythmically', 'labels': ['SOUND']}]",Scissors snipped rhythmically,"Scissors snipped rhythmically, shaping paper into intricate designs.",Olfactive
377,377,"On the radio, the broadcaster's voice narrated unfolding history.",On the radio the broadcasters voice narrated unfolding history,radio broadcaster voice narrate unfold history,True,"[{'start': 15, 'end': 37, 'text': ""he broadcaster's voice"", 'labels': ['SOUND']}]",he broadcaster's voice,"On the radio, the broadcaster's voice narrated unfolding history.",Olfactive
378,378,An eagle's distant cry emphasized the wilderness's untamed spirit.,An eagle's distant cry emphasized the wildernesses untamed spirit,eagle distant cry emphasize wilderness untamed,True,"[{'start': 0, 'end': 23, 'text': ""An eagle's distant cry "", 'labels': ['SOUND']}]",An eagle's distant cry ,An eagle's distant cry emphasized the wilderness's untamed spirit.,Olfactive
379,379,"The tent's fabric rustled in the gust, echoing nomadic lives.",The tent's fabric rustled in the gust echoing nomadic lives,tent fabric rustle gust echo nomadic life,True,"[{'start': 0, 'end': 26, 'text': ""The tent's fabric rustled "", 'labels': ['SOUND']}]",The tent's fabric rustled ,"The tent's fabric rustled in the gust, echoing nomadic lives.",Olfactive
380,380,Loud chatter and laughter spilled out from the bustling café.,Loud chatter and laughter spilled out from the bustling cafe,loud chatter laughter spill bustle cafe,True,"[{'start': 0, 'end': 26, 'text': 'Loud chatter and laughter ', 'labels': ['SOUND']}]",Loud chatter and laughter ,Loud chatter and laughter spilled out from the bustling café.,Olfactive
381,381,"A child's shout echoed across the canyon, mingling with nature.",A child's shout echoed across the canyon mingling with nature,child shout echo canyon mingle nature,True,"[{'start': 0, 'end': 23, 'text': ""A child's shout echoed "", 'labels': ['SOUND']}]",A child's shout echoed ,"A child's shout echoed across the canyon, mingling with nature.",Olfactive
382,382,Car horns honked impatiently in the gridlocked downtown area.,Car horns honked impatiently in the gridlocked downtown area,car horn honk impatiently gridlocked downtown area,True,"[{'start': 0, 'end': 16, 'text': 'Car horns honked', 'labels': ['SOUND']}]",Car horns honked,Car horns honked impatiently in the gridlocked downtown area.,Olfactive
383,383,"Each pebble, splashing into the pond, created ripples of sound.",Each pebble splashing into the pond created ripples of sounds,pebble splash pond create ripple sound,True,"[{'start': 38, 'end': 62, 'text': 'created ripples of sound', 'labels': ['SOUND']}]",created ripples of sound,"Each pebble, splashing into the pond, created ripples of sound.",Olfactive
384,384,"On cobblestone streets, the rhythmic clatter of horse hooves resonated.",On cobblestone streets the rhythmic clatter of horse hooves resonated,cobblestone street rhythmic clatter horse hoof resonate,True,"[{'start': 25, 'end': 71, 'text': 'he rhythmic clatter of horse hooves resonated.', 'labels': ['SOUND']}]",he rhythmic clatter of horse hooves resonated.,"On cobblestone streets, the rhythmic clatter of horse hooves resonated.",Olfactive
385,385,The woodpecker's tap-tap-tap provided percussion to the forest’s melody.,The woodpecker's tap-tap-tap provided percussion to the forests melody,woodpecker tap tap tap provide percussion forest melody,True,"[{'start': 0, 'end': 71, 'text': ""The woodpecker's tap-tap-tap provided percussion to the forest’s melody"", 'labels': ['SOUND']}]",The woodpecker's tap-tap-tap provided percussion to the forest’s melody,The woodpecker's tap-tap-tap provided percussion to the forest’s melody.,Olfactive
386,386,"Tires hummed along the asphalt, a soundtrack to road trips.",Tires hummed along the asphalt a soundtrack to road trips,tire hum asphalt soundtrack road trip,True,"[{'start': 0, 'end': 12, 'text': 'Tires hummed', 'labels': ['SOUND']}, {'start': 32, 'end': 44, 'text': 'a soundtrack', 'labels': ['SOUND']}]",Tires hummed a soundtrack,"Tires hummed along the asphalt, a soundtrack to road trips.",Olfactive
387,387,Echoing through the library's quiet was the flip of book pages.,Echoing through the library's quiet was the flip of book pages,echo library quiet flip book page,True,"[{'start': 40, 'end': 62, 'text': 'the flip of book pages', 'labels': ['SOUND']}]",the flip of book pages,Echoing through the library's quiet was the flip of book pages.,Olfactive
388,388,The zip of a tent closed out the nocturnal world.,The zip of a tent closed out the nocturnal world,zip tent close nocturnal world,True,"[{'start': 0, 'end': 17, 'text': 'The zip of a tent', 'labels': ['SOUND']}]",The zip of a tent,The zip of a tent closed out the nocturnal world.,Olfactive
389,389,"In hidden coves, sea otters chattered amidst splashing waves.",In hidden coves sea otters chattered amidst splashing waves,hide cove sea otter chatter splash wave,True,"[{'start': 17, 'end': 37, 'text': 'sea otters chattered', 'labels': ['SOUND']}, {'start': 45, 'end': 60, 'text': 'splashing waves', 'labels': ['SOUND']}]",sea otters chattered splashing waves,"In hidden coves, sea otters chattered amidst splashing waves.",Olfactive
390,390,A harmonica wailed bluesy notes in a smoky bar.,A harmonica wailed bluesy notes in a smoky bar,harmonica wail bluesy note smoky bar,True,"[{'start': 0, 'end': 31, 'text': 'A harmonica wailed bluesy notes', 'labels': ['SOUND']}]",A harmonica wailed bluesy notes,A harmonica wailed bluesy notes in a smoky bar.,Olfactive
391,391,The quiet murmur of a stream offered serenity to hikers.,The quiet murmur of a stream offered serenity to hikers,quiet murmur stream offer serenity hiker,True,"[{'start': 0, 'end': 28, 'text': 'The quiet murmur of a stream', 'labels': ['SOUND']}]",The quiet murmur of a stream,The quiet murmur of a stream offered serenity to hikers.,Olfactive
392,392,"Inside the bakery, the timer's ding meant freshly baked goods.",Inside the bakery the timer's ding meant freshly baked goods,bakery timer ding mean freshly bake good,True,"[{'start': 19, 'end': 35, 'text': ""the timer's ding"", 'labels': ['SOUND']}]",the timer's ding,"Inside the bakery, the timer's ding meant freshly baked goods.",Olfactive
393,393,"Out in the field, the combine harvester roared and grumbled.",Out in the field the combine harvester roared and grumbled,field combine harvester roar grumble,True,"[{'start': 19, 'end': 59, 'text': 'he combine harvester roared and grumbled', 'labels': ['SOUND']}]",he combine harvester roared and grumbled,"Out in the field, the combine harvester roared and grumbled.",Olfactive
394,394,"Across the meadow, cows mooed, signaling dusk's approach.",Across the meadow cows moved signaling duck's approach,meadow cow move signal duck approach,True,"[{'start': 19, 'end': 29, 'text': 'cows mooed', 'labels': ['SOUND']}]",cows mooed,"Across the meadow, cows mooed, signaling dusk's approach.",Olfactive
395,395,A tractor’s low rumble marked the beginning of harvest season.,A tractors low rumble marked the beginning of harvest season,tractor low rumble mark beginning harvest season,True,"[{'start': 0, 'end': 22, 'text': 'A tractor’s low rumble', 'labels': ['SOUND']}]",A tractor’s low rumble,A tractor’s low rumble marked the beginning of harvest season.,Olfactive
396,396,The magician’s cape swished dramatically during his final act.,The magicians cape wished dramatically during his final act,cape wish dramatically final act,True,"[{'start': 0, 'end': 28, 'text': 'The magician’s cape swished ', 'labels': ['SOUND']}]",The magician’s cape swished ,The magician’s cape swished dramatically during his final act.,Olfactive
397,397,"Against the night sky, bat wings whispered secrets of darkness.",Against the night sky bat wings whispered secrets of darkness,night sky bat wing whisper secret darkness,True,"[{'start': 23, 'end': 42, 'text': 'bat wings whispered', 'labels': ['SOUND']}]",bat wings whispered,"Against the night sky, bat wings whispered secrets of darkness.",Olfactive
398,398,A ringing anvil in the blacksmith’s shop told tales of craft.,A ringing anvil in the blacksmith's shop told tales of craft,ring anvil shop tell tale craft,True,"[{'start': 0, 'end': 15, 'text': 'A ringing anvil', 'labels': ['SOUND']}]",A ringing anvil,A ringing anvil in the blacksmith’s shop told tales of craft.,Olfactive
399,399,"From rooftops, cooing pigeons observed the world pass by.",From rooftops cooing pigeons observed the world pass by,rooftop cooing pigeon observe world pass,True,"[{'start': 15, 'end': 29, 'text': 'cooing pigeons', 'labels': ['SOUND']}]",cooing pigeons,"From rooftops, cooing pigeons observed the world pass by.",Olfactive
400,400,The cawing of a raven added mystery to the foggy morning.,The cawing of a raven added mystery to the foggy morning,cawing raven add mystery foggy morning,True,"[{'start': 0, 'end': 21, 'text': 'The cawing of a raven', 'labels': ['SOUND']}]",The cawing of a raven,The cawing of a raven added mystery to the foggy morning.,Olfactive
401,401,"Chopping wood produced sharp, rhythmic sounds in the countryside.",Chopping wood produced sharp rhythmic sounds in the countryside,chop wood produce sharp rhythmic sound countryside,True,"[{'start': 0, 'end': 14, 'text': 'Chopping wood ', 'labels': ['SOUND']}, {'start': 23, 'end': 45, 'text': 'sharp, rhythmic sounds', 'labels': ['SOUND']}]","Chopping wood  sharp, rhythmic sounds","Chopping wood produced sharp, rhythmic sounds in the countryside.",Olfactive
402,402,Clashing swords in the film created a sense of urgency.,Clashing swords in the film created a sense of urgency,clash sword film create sense urgency,True,"[{'start': 0, 'end': 16, 'text': 'Clashing swords ', 'labels': ['SOUND']}]",Clashing swords ,Clashing swords in the film created a sense of urgency.,Olfactive
404,404,Whirling helicopter blades signified urgent news or swift rescues.,Whirling helicopter blades signified urgent news or swift rescues,whirl helicopter blade signify urgent news swift rescue,True,"[{'start': 0, 'end': 26, 'text': 'Whirling helicopter blades', 'labels': ['SOUND']}]",Whirling helicopter blades,Whirling helicopter blades signified urgent news or swift rescues.,Olfactive
405,405,"At the zoo, an elephant's trumpet delighted visiting children.",At the zoo an elephant's trumpet delighted visiting children,zoo elephant trumpet delight visit child,True,"[{'start': 12, 'end': 33, 'text': ""an elephant's trumpet"", 'labels': ['SOUND']}]",an elephant's trumpet,"At the zoo, an elephant's trumpet delighted visiting children.",Olfactive
406,406,"With each keystroke, the pianist invoked a range of emotions.",With each keystroke the pianist invoked a range of emotions,keystroke pianist invoke range emotion,True,"[{'start': 9, 'end': 33, 'text': ' keystroke, the pianist ', 'labels': ['SOUND']}]"," keystroke, the pianist ","With each keystroke, the pianist invoked a range of emotions.",Olfactive
407,407,"Roaring waves crashed against the cliff, a never-ending dialogue.",Roaring waves crashed against the cliff a neverending dialogue,roar wave crash cliff neverende dialogue,True,"[{'start': 0, 'end': 14, 'text': 'Roaring waves ', 'labels': ['SOUND']}]",Roaring waves ,"Roaring waves crashed against the cliff, a never-ending dialogue.",Olfactive
408,408,"As he brewed coffee, the percolator gurgled and popped.",As he brewed coffee the percolator gurgled and popped,brew coffee percolator gurgle pop,True,"[{'start': 21, 'end': 55, 'text': 'the percolator gurgled and popped.', 'labels': ['SOUND']}]",the percolator gurgled and popped.,"As he brewed coffee, the percolator gurgled and popped.",Olfactive
409,409,"In the swamp, the croak of bullfrogs set the scene.",In the swamp the croak of bullfrogs set the scene,swamp croak bullfrog set scene,True,"[{'start': 14, 'end': 36, 'text': 'the croak of bullfrogs', 'labels': ['SOUND']}]",the croak of bullfrogs,"In the swamp, the croak of bullfrogs set the scene.",Olfactive
410,410,"Amidst nature, the rustling grass whispered secrets to the wind.",Amidst nature the rustling grass whispered secrets to the wind,nature rustle grass whisper secret wind,True,"[{'start': 14, 'end': 43, 'text': ' the rustling grass whispered', 'labels': ['SOUND']}]", the rustling grass whispered,"Amidst nature, the rustling grass whispered secrets to the wind.",Olfactive
411,411,Forlorn cries of a loon haunted the misty lake.,Forlorn cries of a loon haunted the misty lake,forlorn cry loon haunt misty lake,True,"[{'start': 0, 'end': 23, 'text': 'Forlorn cries of a loon', 'labels': ['SOUND']}]",Forlorn cries of a loon,Forlorn cries of a loon haunted the misty lake.,Olfactive
412,412,"Every lock clicked into place, sealing her escape route.",Every lock clicked into place sealing her escape route,lock click place seal escape route,True,"[{'start': 0, 'end': 18, 'text': 'Every lock clicked', 'labels': ['SOUND']}]",Every lock clicked,"Every lock clicked into place, sealing her escape route.",Olfactive
413,413,Kids stomping in puddles created a cacophony of splashes.,Kids stomping in puddles created a cacophony of splashes,kid stomp puddle create cacophony splash,True,"[{'start': 0, 'end': 25, 'text': 'Kids stomping in puddles ', 'labels': ['SOUND']}, {'start': 33, 'end': 56, 'text': 'a cacophony of splashes', 'labels': ['SOUND']}]",Kids stomping in puddles  a cacophony of splashes,Kids stomping in puddles created a cacophony of splashes.,Olfactive
414,414,"At the inn, chatter and clinking glasses sang of conviviality.",At the inn chatter and clinking glasses sang of conviviality.,inn chatter clink glass sing conviviality,True,"[{'start': 12, 'end': 61, 'text': 'chatter and clinking glasses sang of conviviality', 'labels': ['SOUND']}]",chatter and clinking glasses sang of conviviality,"At the inn, chatter and clinking glasses sang of conviviality.",Olfactive
415,415,Crackling logs in the campfire provided the evening's soundtrack.,Crackling logs in the campfire provided the evening's soundtrack,crackle log campfire provide evening soundtrack,True,"[{'start': 0, 'end': 31, 'text': 'Crackling logs in the campfire ', 'labels': ['SOUND']}, {'start': 44, 'end': 64, 'text': ""evening's soundtrack"", 'labels': ['SOUND']}]",Crackling logs in the campfire  evening's soundtrack,Crackling logs in the campfire provided the evening's soundtrack.,Olfactive
416,416,The song of a lyre drifted through the ancient hall.,The song of a lyre drifted through the ancient hall,song lyre drift ancient hall,True,"[{'start': 0, 'end': 19, 'text': 'The song of a lyre ', 'labels': ['SOUND']}]",The song of a lyre ,The song of a lyre drifted through the ancient hall.,Olfactive
417,417,Softly buzzing bees went about their work in the garden.,Softly buzzing bees went about their work in the garden,softly buzzing bee go work garden,True,"[{'start': 0, 'end': 19, 'text': 'Softly buzzing bees', 'labels': ['SOUND']}]",Softly buzzing bees,Softly buzzing bees went about their work in the garden.,Olfactive
418,418,"Beneath the moon, wolves howled a serenade to the wilderness.",Beneath the moon wolves howled a serenade to the wilderness,moon wolf howl serenade wilderness,True,"[{'start': 18, 'end': 42, 'text': 'wolves howled a serenade', 'labels': ['SOUND']}]",wolves howled a serenade,"Beneath the moon, wolves howled a serenade to the wilderness.",Olfactive
419,419,The shuffle of cards indicated a new round of the game.,The shuffle of cards indicated a new round of the game,shuffle card indicate new round game,True,"[{'start': 0, 'end': 20, 'text': 'The shuffle of cards', 'labels': ['SOUND']}]",The shuffle of cards,The shuffle of cards indicated a new round of the game.,Olfactive
420,420,Leaves crunching underfoot signaled an animal's passage through the forest.,Leaves crunching underfoot signaled an animal's passage through the forest,leave crunch underfoot signal animal passage forest,True,"[{'start': 0, 'end': 26, 'text': 'Leaves crunching underfoot', 'labels': ['SOUND']}]",Leaves crunching underfoot,Leaves crunching underfoot signaled an animal's passage through the forest.,Olfactive
421,421,"From the neighboring farm, crowing roosters marked the dawn.",From the neighboring farm crowing roosters marked the dawn,neighbor farm crow rooster mark dawn,True,"[{'start': 27, 'end': 44, 'text': 'crowing roosters ', 'labels': ['SOUND']}]",crowing roosters ,"From the neighboring farm, crowing roosters marked the dawn.",Olfactive
422,422,Slamming doors punctuated arguments that spilled into the night.,Slamming doors punctuated arguments that spilled into the night,slam door punctuate argument spill night,True,"[{'start': 0, 'end': 14, 'text': 'Slamming doors', 'labels': ['SOUND']}]",Slamming doors,Slamming doors punctuated arguments that spilled into the night.,Olfactive
423,423,"As tires skidded, breaths held in anticipation of the unknown.",As tires skidded breaths held in anticipation of the unknown,tire skid breath hold anticipation unknown,True,"[{'start': 3, 'end': 16, 'text': 'tires skidded', 'labels': ['SOUND']}]",tires skidded,"As tires skidded, breaths held in anticipation of the unknown.",Olfactive
424,424,Icicles dripping in the sun played their own melodic tune.,Icicles dripping in the sun played their own melodic tune,icicle drip sun play melodic tune,True,"[{'start': 0, 'end': 17, 'text': 'Icicles dripping ', 'labels': ['SOUND']}, {'start': 35, 'end': 57, 'text': 'their own melodic tune', 'labels': ['SOUND']}]",Icicles dripping  their own melodic tune,Icicles dripping in the sun played their own melodic tune.,Olfactive
425,425,The creak of leather boots accompanied the cowboy's entry.,The creak of leather boots accompanied the cowboy's entry,creak leather boot accompany cowboy entry,True,"[{'start': 0, 'end': 26, 'text': 'The creak of leather boots', 'labels': ['SOUND']}]",The creak of leather boots,The creak of leather boots accompanied the cowboy's entry.,Olfactive
426,426,"Echoing off mountains, a yodeler’s call connected isolated communities.",Echoing off mountains a yodeler’s call connected isolated communities,echo mountain connected isolate community,True,"[{'start': 23, 'end': 40, 'text': 'a yodeler’s call ', 'labels': ['SOUND']}, {'start': 0, 'end': 21, 'text': 'Echoing off mountains', 'labels': ['SOUND']}]",a yodeler’s call  Echoing off mountains,"Echoing off mountains, a yodeler’s call connected isolated communities.",Olfactive
427,427,"In the operating room, the beep of monitors was constant.",In the operating room the beep of monitors was constant,operating room beep monitor constant,True,"[{'start': 23, 'end': 57, 'text': 'the beep of monitors was constant.', 'labels': ['SOUND']}]",the beep of monitors was constant.,"In the operating room, the beep of monitors was constant.",Olfactive
428,428,"During the silent night, the rustle of a mouse scurrying.",During the silent night the rustle of a mouse scurrying,silent night rustle mouse scurry,True,"[{'start': 0, 'end': 57, 'text': 'During the silent night, the rustle of a mouse scurrying.', 'labels': ['SOUND']}]","During the silent night, the rustle of a mouse scurrying.","During the silent night, the rustle of a mouse scurrying.",Olfactive
